Date,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10,average,Label2,Label3
2015-10-16,Elections Could Determine Future of Agriculture in Argentina,Wet Weather at Port of Paranagua Delays Brazilian Corn Exports,Biodiesel in Brazil May Now Contain More Vegetable Oil,Brazilian Weather is a Case of Two Extremes Forecast is Hopeful,Mato Grosso Farmers Must Now Register Their Soybean Production,"Brazilian Weather is a Case of Two Extremes, Forecast is Hopeful",Brazil Soybean Planting Progress Depends on Location,Brazil's Wheat Crop Disappoints for two Years in a Row,Brazilian Soybean Producers at Disadvantage due to High Freight,,"3,77",1,0
2015-10-19,Elections Could Determine Future of Agriculture in Argentina,Mato Grosso Farmers Must Now Register Their Soybean Production,Brazilian Weather is a Case of Two Extremes Forecast is Hopeful,"Brazilian Weather is a Case of Two Extremes, Forecast is Hopeful",Brazil's Wheat Crop Disappoints for two Years in a Row,Brazil's Corn Exports Ramp up as Soybean Exports Wind Down,Brazil Soybean Planting Progress Depends on Location,Wet Weather at Port of Paranagua Delays Brazilian Corn Exports,Soybean Planting Passes Half Way Mark in Parana,,"3,78",1,0
2015-10-25,Rice Planting Delayed in Rio Grande do Sul due to Wetness,Port of Paranagua Inaugurates Third of Four New Shiploaders,Soybean Industry Promoting more Biodiesel use in Brazil,Soy Producers Want Rail Link from Mato Grosso to Amazon River,Brazil Looking for Farmers Who Can Produce 124 bu/ac Soybeans,,,,,,"3,81",0,0
2015-10-28,Soy Producers Want Rail Link from Mato Grosso to Amazon River,Brazilian Gov. to Auction new Leases to Operate Grain Terminals,Opposition Candidate in Strong Position for Argentine Runoff,Improved Rainfall aids Brazil Soybean Planting Progress,Port of Paranagua Inaugurates Third of Four New Shiploaders,Rice Planting Delayed in Rio Grande do Sul due to Wetness,Soybean Industry Promoting more Biodiesel use in Brazil,,,,"3,79",0,-1
2015-10-31,Brazil Exports Record Amount of Corn in October,Opposition Candidate in Strong Position for Argentine Runoff,Farmers in Rio Grande do Sul struggle with Excessive Rainfall,Ag Accounts for 32.3% of all Brazilian Exports thus far in 2015,Brazilian Gov. to Auction new Leases to Operate Grain Terminals,Dredging at Port of Paranagua will allow for Larger Vessels,Crop-Livestock Rotation Emerging Trend in Brazil,Brazilian Farmers Concerned about Delayed Safrinha Corn Planting,Improved Rainfall aids Brazil Soybean Planting Progress,,"3,77",0,-1
2015-11,Port of Paranagua Increases Grain Exports despite Excess Rainfall,Mato Grosso Expected to Double Corn Production in Ten Years,Brazilian Farmer's Innovative Solution to Lack of Grain Storage,Heavy Rains Impacting Crops in Parana,Rio Grande do Sul Reports Most Cases of Soybean Rust in Brazil,Freight Costs in Mato Grosso Increase due to New Tolls,Cotton Third Most Important Crop in Mato Grosso after Soy Corn,Conab Increases Brazil Soybean Estimate Lowers Corn Estimate,12% Tax on Grain Exports Proposed by Three States in Brazil,,"3,77",0,-1
2015-11,Port of Paranagua Increases Grain Exports despite Excess Rainfall,Wetness and Soybean Rust Worries Farmers in Rio Grande do Sul,Mato Grosso Expected to Double Corn Production in Ten Years,Rio Grande do Sul Reports Most Cases of Soybean Rust in Brazil,Freight Costs in Mato Grosso Increase due to New Tolls,Delayed Rains Offers Opportunity to Plant Soy in Central Brazil,Cotton Third Most Important Crop in Mato Grosso after Soy Corn,Irregular Rainfall in Mato Grosso Worries Soybean Producers,Soybean Rust Moving into Commercial Soybean Fields in Brazil,Brazil Soybeans 60% Planted Behind Average of 71%,"8,89",1,1
2015-11-03,Opposition Candidate in Strong Position for Argentine Runoff,Farmers in Rio Grande do Sul struggle with Excessive Rainfall,Brazilian Farmers Concerned about Delayed Safrinha Corn Planting,Brazilian Federal Ag Inspectors Threated Resumption of Strike,Crop-Livestock Rotation Emerging Trend in Brazil,Improved Rainfall aids Brazil Soybean Planting Progress,Brazil Exports Record Amount of Corn in October,Ag Accounts for 32.3% of all Brazilian Exports thus far in 2015,Dredging at Port of Paranagua will allow for Larger Vessels,,"3,75",0,-1
2015-11-06,"Independent Truck Drivers in Brazil on Strike, Blocking Highways",Wheat Disappoints in Rio Grande do Sul - Low Yields Poor Quality,Conab Increases Brazil Soybean Estimate Lowers Corn Estimate,"Wheat Disappoints in Rio Grande do Sul - Low Yields, Poor Quality",Ag Accounts for 32.3% of all Brazilian Exports thus far in 2015,12% Tax on Grain Exports Proposed by Three States in Brazil,Brazilian Farmers Concerned about Delayed Safrinha Corn Planting,Independent Truck Drivers in Brazil on Strike Blocking Highways,Brazilian Federal Ag Inspectors Threated Resumption of Strike,Soybean Rust Confirmed in Parana a Month Earlier than Last Year,"3,65",0,0
2015-11-09,Brazilian Truck Driver Strike Fades Quickly,Conab Increases Brazil Soybean Estimate Lowers Corn Estimate,"Conab Increases Brazil Soybean Estimate, Lowers Corn Estimate",Independent Truck Drivers in Brazil on Strike Blocking Highways,"Independent Truck Drivers in Brazil on Strike, Blocking Highways",Soybean Rust Confirmed in Parana a Month Earlier than Last Year,Brazilian Federal Ag Inspectors Threated Resumption of Strike,Wheat Disappoints in Rio Grande do Sul - Low Yields Poor Quality,"Wheat Disappoints in Rio Grande do Sul - Low Yields, Poor Quality",12% Tax on Grain Exports Proposed by Three States in Brazil,"3,62",1,0
2015-11-12,Brazilian Truck Driver Strike Fades Quickly,"Brazil Soybeans 60% Planted, Behind Average of 71%",Brazil Soybeans 60% Planted Behind Average of 71%,Labor Unrest in Brazil Calms Down at Least for Now,Soybean Rust Confirmed in Parana a Month Earlier than Last Year,Rice Planting in Rio Grande do Sul Delayed by Wet Weather,Farmers in Mato Grosso do Sul Want to be Included in Rail Projects,,,,"3,61",1,0
2015-11-18,Macri Elected New President of Argentina Good News for Ag Sector,Farmers in Mato Grosso do Sul Want to be Included in Rail Projects,Brazil's New Port of Itaqui Surpassing All Expectations,Soybean Rust Moving into Commercial Soybean Fields in Brazil,Cotton Third Most Important Crop in Mato Grosso after Soy Corn,Cash IH Offers Incentive Program for 1st Time Brazilian Buyers,Brazil Fertilizer Delivery Down 6.4% Year-On-Year,"Macri Elected New President of Argentina, Good News for Ag Sector",Irregular Rainfall in Mato Grosso Worries Soybean Producers,"Cotton Third Most Important Crop in Mato Grosso after Soy, Corn","3,64",1,0
2015-11-21,Farmers in Central Brazil Still Struggling with Dryer Conditions,"Cotton Third Most Important Crop in Mato Grosso after Soy, Corn",Macri Elected New President of Argentina Good News for Ag Sector,Cotton Third Most Important Crop in Mato Grosso after Soy Corn,"Macri Elected New President of Argentina, Good News for Ag Sector",Brazil Fertilizer Delivery Down 6.4% Year-On-Year,Wet Weather in Southern Brazil Slows the Sugarcane Harvest,Delayed Rains Offers Opportunity to Plant Soy in Central Brazil,Cash IH Offers Incentive Program for 1st Time Brazilian Buyers,,"3,66",1,1
2015-11-30,Wetness and Soybean Rust Worries Farmers in Rio Grande do Sul,Freight Costs in Mato Grosso Increase due to New Tolls,Heavy Rains Impacting Crops in Parana,Brazil Announces Reduction in the Crop Insurance Program,Brazilian Farmer's Innovative Solution to Lack of Grain Storage,Rio Grande do Sul Reports Most Cases of Soybean Rust in Brazil,Dry Weather in Brazil Forcing Farmers to make Difficult Decisions,Mato Grosso Expected to Double Corn Production in Ten Years,Aggressive Forward Contracting by Brazilian Farmers Slows,,"3,75",1,0
2015-12,Weaker Currency Buoys Domestic Commodity Prices in Brazil,Brazil Farmers Waiting Until Harvest Complete to Continue Selling,Millet is an Alternative to Corn or Sorghum in Northeastern Brazil,Northern Arc of Ports in Brazil Increase Grain Exports by 50%,Agricultural Chemical Sales in Brazil Decline 23% in 2015,Lower Taxes & Devalued Currency to Spur Grain Sales in Argentina,Hot and Dry Weather Impacting Soybean Production in Mato Grosso,2015/16 Brazilian Soybean Production Unchanged at 99.0 mt,Conab Increases Brazilian Soybean Estimate in December Report,Chinese and Brazilian Delegations Discuss Soybean Production,"3,66",0,-1
2015-12,Slow Start to Soy Harvest in Mato Grosso 1st Case of Rust Confirmed,Early Soybean Harvest Underway in Select Areas of Brazil,Weaker Currency Buoys Domestic Commodity Prices in Brazil,Brazil Farmers Waiting Until Harvest Complete to Continue Selling,Farmers in Piaui ask for Waver to Plant Soybeans Later than Normal,Imea Rates 43% of Mato Grosso's Soybeans as Poor to Very Poor,Northern Arc of Ports in Brazil Increase Grain Exports by 50%,Farms in Brazil Want Deadline for Soy Planting Extended 30 Days,Soybeans in Mato Grosso under Moisture Stress,Agricultural Chemical Sales in Brazil Decline 23% in 2015,"8,72",0,-1
2015-12-03,Wetness and Soybean Rust Worries Farmers in Rio Grande do Sul,Port of Paranagua Increases Grain Exports despite Excess Rainfall,2015 Wheat Crop in Rio Grande do Sul ends up very Disappointing,Dry Weather in Brazil Forcing Farmers to make Difficult Decisions,Mato Grosso Expected to Double Corn Production in Ten Years,Electrical Rates Double for Brazilian Farmers,,,,,"3,76",1,0
2015-12-06,Port of Paranagua Increases Grain Exports despite Excess Rainfall,Chinese and Brazilian Delegations Discuss Soybean Production,Imea Estimates that 3.1% of Soybeans in Mato Grosso Replanted,2015 Wheat Crop in Rio Grande do Sul ends up very Disappointing,Livestock Producers in S. Brazil Worried about low Corn Production,Electrical Rates Double for Brazilian Farmers,,,,,"3,75",0,0
2015-12-09,Conab Increases Brazilian Soybean Estimate in December Report,Imea Estimates that 3.1% of Soybeans in Mato Grosso Replanted,Chinese and Brazilian Delegations Discuss Soybean Production,Livestock Producers in S. Brazil Worried about low Corn Production,Electrical Rates Double for Brazilian Farmers,,,,,,"3,77",0,-1
2015-12-12,Conab Increases Brazilian Soybean Estimate in December Report,Northeastern Brazil Suffering from Hot and Dry Weather,Lower Taxes & Devalued Currency to Spur Grain Sales in Argentina,2015/16 Brazilian Soybean Production Unchanged at 99.0 mt,Hot and Dry Weather Impacting Soybean Production in Mato Grosso,,,,,,"3,75",0,-1
2015-12-18,Number of Rust Cases in Brazil Four Times the Five-Year Average,Agricultural Chemical Sales in Brazil Decline 23% in 2015,Lower Taxes & Devalued Currency to Spur Grain Sales in Argentina,Soybeans in Mato Grosso under Moisture Stress,Northeastern Brazil Suffering from Hot and Dry Weather,Farms in Brazil Want Deadline for Soy Planting Extended 30 Days,,,,,"3,69",0,-1
2015-12-21,Soybeans in Mato Grosso under Moisture Stress,Farms in Brazil Want Deadline for Soy Planting Extended 30 Days,Agricultural Chemical Sales in Brazil Decline 23% in 2015,Number of Rust Cases in Brazil Four Times the Five-Year Average,,,,,,,"3,67",0,-1
2015-12-24,El Nino Induced Dry Weather impacting Amazon Rainforest,Imea Rates 43% of Mato Grosso's Soybeans as Poor to Very Poor,"Flooding Hits Borders of Brazil, Argentina, Paraguay, and Uruguay",Flooding Hits Borders of Brazil Argentina Paraguay and Uruguay,Northern Arc of Ports in Brazil Increase Grain Exports by 50%,,,,,,"3,62",0,-1
2015-12-27,Farmers in Piaui ask for Waver to Plant Soybeans Later than Normal,"Flooding Hits Borders of Brazil, Argentina, Paraguay, and Uruguay",El Nino Induced Dry Weather impacting Amazon Rainforest,Northern Arc of Ports in Brazil Increase Grain Exports by 50%,Flooding Hits Borders of Brazil Argentina Paraguay and Uruguay,Early Harvest Underway for Irrigated Soybeans in Mato Grosso,Imea Rates 43% of Mato Grosso's Soybeans as Poor to Very Poor,,,,"3,6",0,-1
2015-12-30,Early Harvest Underway for Irrigated Soybeans in Mato Grosso,Brazil Farmers Waiting Until Harvest Complete to Continue Selling,Imea Rates 43% of Mato Grosso's Soybeans as Poor to Very Poor,Millet is an Alternative to Corn or Sorghum in Northeastern Brazil,Farmers in Piaui ask for Waver to Plant Soybeans Later than Normal,,,,,,"3,56",0,0
2016-01,Conab Lowers Brazilian Soybean Estimate Increases Corn Estimate,Minister of Agriculture asked to Step up Efforts to Control Soy Rust,Brazil Soybean Harvest 4% Two Points Behind Last Year,Corn Prices in Rio Grande do Sul are 45% Higher than Last Year,30% of the Soybeans in Mato Grosso Rated Poor to Very Poor,Brazil Soybean Harvest Starts Slowly with 1.5% Harvested,Brazil to Sell Corn Stocks to ease Shortages in Southern Brazil,Wet Weather Slows Soy Harvest in Mato Grosso Poor Seed Quality,Record Exports from Paranagua no Soybeans have arrived as Yet,Freight Rates Increase due to Devalued Brazilian Currency,"8,71",0,0
2016-01,Brazil's Corn Auction did Little to Relieve Tight Supplies,Conab Lowers Brazilian Soybean Estimate Increases Corn Estimate,Safrinha Corn Prospects Improving in Brazil,Brazil to have Seven Corn-Based Ethanol Facilities by end of 2016,Corn Prices in Rio Grande do Sul are 45% Higher than Last Year,Brazilian Governmental Auction of Corn set for February 1st,Brazil to Sell Corn Stocks to ease Shortages in Southern Brazil,Changeable Weather Impacting Brazilian Crops,Freight Rates Increase due to Devalued Brazilian Currency,Early Yield Reports of Brazilian Soybeans are Generally Sub-Par,"3,63",0,0
2016-01-02,Weaker Currency Buoys Domestic Commodity Prices in Brazil,Welcomed Rains Falling in Central and Northeastern Brazil,"Slow Start to Soy Harvest in Mato Grosso, 1st Case of Rust Confirmed",Slow Start to Soy Harvest in Mato Grosso 1st Case of Rust Confirmed,Brazil Farmers Waiting Until Harvest Complete to Continue Selling,Early Soybean Harvest Underway in Select Areas of Brazil,Millet is an Alternative to Corn or Sorghum in Northeastern Brazil,Four States in Southern Brazil Account for 90% of Rust Cases,,,"3,54",1,0
2016-01-05,"Slow Start to Soy Harvest in Mato Grosso, 1st Case of Rust Confirmed",Four States in Southern Brazil Account for 90% of Rust Cases,Brazil Farmers Waiting Until Harvest Complete to Continue Selling,Ag Performed Well in Brazil in 2015 Future less Certain for 2016,"Ag Performed Well in Brazil in 2015, Future less Certain for 2016",Early Soybean Harvest Underway in Select Areas of Brazil,Weaker Currency Buoys Domestic Commodity Prices in Brazil,Welcomed Rains Falling in Central and Northeastern Brazil,Slow Start to Soy Harvest in Mato Grosso 1st Case of Rust Confirmed,,"3,54",1,1
2016-01-08,Imea Lowered Soybean Estimate for Mato Grosso,Relatively Slow Start to Soybean Harvesting in Brazil,Safrinha Corn Planting to Start in Brazil Later This Week,Slow Start to Soy Harvest in Mato Grosso 1st Case of Rust Confirmed,20% of the Cotton Acreage in Mato Grosso has been Planted,Ag Performed Well in Brazil in 2015 Future less Certain for 2016,"Slow Start to Soy Harvest in Mato Grosso, 1st Case of Rust Confirmed","Ag Performed Well in Brazil in 2015, Future less Certain for 2016",Some Farmers in Mato Grosso will not Fulfill their Contracts,Strong Corn Exports Worry Livestock Producers in Southern Brazil,"3,56",1,1
2016-01-11,20% of the Cotton Acreage in Mato Grosso has been Planted,Imea Lowers Safrinha Corn Estimate for Mato Grosso,Soy Rust Control must be 85% Effective or Farmers will lose Money,Safrinha Corn Planting to Start in Brazil Later This Week,Strong Corn Exports Worry Livestock Producers in Southern Brazil,Ag Performed Well in Brazil in 2015 Future less Certain for 2016,Relatively Slow Start to Soybean Harvesting in Brazil,Some Farmers in Mato Grosso will not Fulfill their Contracts,Imea Lowered Soybean Estimate for Mato Grosso,"Ag Performed Well in Brazil in 2015, Future less Certain for 2016","3,58",1,1
